From	To	Species	Gene Name
201103_x_at	NBPF14	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	NBPF15	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	NBPF10	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	NBPF12	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	NBPF1	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	NBPF11	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	AE01	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	LOC200030	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	KIAA1245	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	NBPF9	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
201103_x_at	NBPF8	Homo sapiens	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8
222328_x_at	MEG3	Homo sapiens	maternally expressed 3 (non-protein coding)
213753_x_at	eif5a	Homo sapiens	eukaryotic translation initiation factor 5A; eukaryotic translation initiation factor 5A-like 1
213753_x_at	EIF5AL1	Homo sapiens	eukaryotic translation initiation factor 5A; eukaryotic translation initiation factor 5A-like 1
222010_at	TCP1	Homo sapiens	hypothetical gene supported by BC000665; t-complex 1
222010_at	TCP1P3	Homo sapiens	hypothetical gene supported by BC000665; t-complex 1
204650_s_at	APBB3	Homo sapiens	amyloid beta (A4) precursor protein-binding, family B, member 3
204693_at	cdc42ep1	Homo sapiens	CDC42 effector protein (Rho GTPase binding) 1
201933_at	Chmp1a	Homo sapiens	chromatin modifying protein 1A
217076_s_at	hoxd3	Homo sapiens	homeobox D3
211829_s_at	GPER	Homo sapiens	G protein-coupled estrogen receptor 1
212523_s_at	KIAA0146	Homo sapiens	KIAA0146
217516_x_at	Arvcf	Homo sapiens	armadillo repeat gene deletes in velocardiofacial syndrome
213077_at	Ythdc2	Homo sapiens	YTH domain containing 2
209839_at	DNM3	Homo sapiens	dynamin 3
203992_s_at	Kdm6a	Homo sapiens	lysine (K)-specific demethylase 6A
217059_at	MUC7	Homo sapiens	mucin 7, secreted
212720_at	Papola	Homo sapiens	poly(A) polymerase alpha
209491_s_at	AMPD3	Homo sapiens	adenosine monophosphate deaminase (isoform E)
204442_x_at	LTBP4	Homo sapiens	latent transforming growth factor beta binding protein 4
220416_at	ATP8B4	Homo sapiens	ATPase, class I, type 8B, member 4
208658_at	Pdia4	Homo sapiens	protein disulfide isomerase family A, member 4
220147_s_at	LOC728115	Homo sapiens	similar to hCG2020539; family with sequence similarity 60, member A; similar to family with sequence similarity 60, member A
220147_s_at	fam60a	Homo sapiens	similar to hCG2020539; family with sequence similarity 60, member A; similar to family with sequence similarity 60, member A
220147_s_at	LOC728592	Homo sapiens	similar to hCG2020539; family with sequence similarity 60, member A; similar to family with sequence similarity 60, member A
219188_s_at	macrod1	Homo sapiens	MACRO domain containing 1
206505_at	UGT2B4	Homo sapiens	UDP glucuronosyltransferase 2 family, polypeptide B4
203965_at	USP20	Homo sapiens	ubiquitin specific peptidase 20
216403_at	SP3P	Homo sapiens	Sp3 transcription factor pseudogene
204571_x_at	PIN4	Homo sapiens	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)
209785_s_at	PLA2G4C	Homo sapiens	phospholipase A2, group IVC (cytosolic, calcium-independent)
209006_s_at	C1orf63	Homo sapiens	chromosome 1 open reading frame 63
209316_s_at	hbs1l	Homo sapiens	HBS1-like (S. cerevisiae)
200837_at	BCAP31	Homo sapiens	B-cell receptor-associated protein 31
205512_s_at	AIFM1	Homo sapiens	apoptosis-inducing factor, mitochondrion-associated, 1
217042_at	rdh11	Homo sapiens	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
219597_s_at	DUOX1	Homo sapiens	dual oxidase 1
221548_s_at	ILKAP	Homo sapiens	integrin-linked kinase-associated serine/threonine phosphatase 2C
201088_at	KPNA2	Homo sapiens	karyopherin alpha 2 (RAG cohort 1, importin alpha 1); karyopherin alpha-2 subunit like
205575_at	C1ql1	Homo sapiens	complement component 1, q subcomponent-like 1
214132_at	Atp5c1	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
220236_at	PDPR	Homo sapiens	pyruvate dehydrogenase phosphatase regulatory subunit
219292_at	Thap1	Homo sapiens	THAP domain containing, apoptosis associated protein 1
209370_s_at	Sh3bp2	Homo sapiens	SH3-domain binding protein 2
217860_at	NDUFA10	Homo sapiens	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa
215677_s_at	BRF1	Homo sapiens	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)
215638_at	Erbb3	Homo sapiens	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)
215792_s_at	DNAJC11	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 11
212118_at	TRIM27	Homo sapiens	tripartite motif-containing 27
200052_s_at	ilf2	Homo sapiens	interleukin enhancer binding factor 2, 45kDa
211892_s_at	Ptgis	Homo sapiens	prostaglandin I2 (prostacyclin) synthase
209908_s_at	TGFB2	Homo sapiens	transforming growth factor, beta 2
206095_s_at	SFRS13A	Homo sapiens	FUS interacting protein (serine/arginine-rich) 1; similar to FUS interacting protein (serine-arginine rich) 1
206095_s_at	LOC653884	Homo sapiens	FUS interacting protein (serine/arginine-rich) 1; similar to FUS interacting protein (serine-arginine rich) 1
218499_at	Mst4	Homo sapiens	serine/threonine protein kinase MST4
208687_x_at	HSPA8	Homo sapiens	heat shock 70kDa protein 8
217092_x_at	RPL7P20	Homo sapiens	ribosomal protein L7 pseudogene 26; ribosomal protein L7 pseudogene 16; ribosomal protein L7; ribosomal protein L7 pseudogene 32; ribosomal protein L7 pseudogene 23; ribosomal protein L7 pseudogene 24; ribosomal protein L7 pseudogene 20
217092_x_at	RPL7	Homo sapiens	ribosomal protein L7 pseudogene 26; ribosomal protein L7 pseudogene 16; ribosomal protein L7; ribosomal protein L7 pseudogene 32; ribosomal protein L7 pseudogene 23; ribosomal protein L7 pseudogene 24; ribosomal protein L7 pseudogene 20
217092_x_at	RPL7P32	Homo sapiens	ribosomal protein L7 pseudogene 26; ribosomal protein L7 pseudogene 16; ribosomal protein L7; ribosomal protein L7 pseudogene 32; ribosomal protein L7 pseudogene 23; ribosomal protein L7 pseudogene 24; ribosomal protein L7 pseudogene 20
217092_x_at	RPL7P24	Homo sapiens	ribosomal protein L7 pseudogene 26; ribosomal protein L7 pseudogene 16; ribosomal protein L7; ribosomal protein L7 pseudogene 32; ribosomal protein L7 pseudogene 23; ribosomal protein L7 pseudogene 24; ribosomal protein L7 pseudogene 20
217092_x_at	RPL7P23	Homo sapiens	ribosomal protein L7 pseudogene 26; ribosomal protein L7 pseudogene 16; ribosomal protein L7; ribosomal protein L7 pseudogene 32; ribosomal protein L7 pseudogene 23; ribosomal protein L7 pseudogene 24; ribosomal protein L7 pseudogene 20
217092_x_at	RPL7P26	Homo sapiens	ribosomal protein L7 pseudogene 26; ribosomal protein L7 pseudogene 16; ribosomal protein L7; ribosomal protein L7 pseudogene 32; ribosomal protein L7 pseudogene 23; ribosomal protein L7 pseudogene 24; ribosomal protein L7 pseudogene 20
217092_x_at	RPL7P16	Homo sapiens	ribosomal protein L7 pseudogene 26; ribosomal protein L7 pseudogene 16; ribosomal protein L7; ribosomal protein L7 pseudogene 32; ribosomal protein L7 pseudogene 23; ribosomal protein L7 pseudogene 24; ribosomal protein L7 pseudogene 20
218763_at	STX18	Homo sapiens	syntaxin 18
221605_s_at	PIPOX	Homo sapiens	pipecolic acid oxidase
203014_x_at	SGSM3	Homo sapiens	small G protein signaling modulator 3
209897_s_at	Slit2	Homo sapiens	slit homolog 2 (Drosophila)
205234_at	SLC16A4	Homo sapiens	solute carrier family 16, member 4 (monocarboxylic acid transporter 5)
216752_at	PIK3R4	Homo sapiens	phosphoinositide-3-kinase, regulatory subunit 4
221301_at	C6orf27	Homo sapiens	chromosome 6 open reading frame 27
218083_at	PTGES2	Homo sapiens	prostaglandin E synthase 2
208483_x_at	KRT33A	Homo sapiens	keratin 33A
208571_at	ANP32D	Homo sapiens	acidic (leucine-rich) nuclear phosphoprotein 32 family, member D
217779_s_at	pnrc2	Homo sapiens	proline-rich nuclear receptor coactivator 2; similar to hCG1728885
217779_s_at	LOC100131261	Homo sapiens	proline-rich nuclear receptor coactivator 2; similar to hCG1728885
34697_at	LRP6	Homo sapiens	low density lipoprotein receptor-related protein 6
215787_at	acta2	Homo sapiens	actin, alpha 2, smooth muscle, aorta
212887_at	SEC23A	Homo sapiens	Sec23 homolog A (S. cerevisiae)
218088_s_at	RRAGC	Homo sapiens	Ras-related GTP binding C
208521_at	OR5I1	Homo sapiens	olfactory receptor, family 5, subfamily I, member 1
212773_s_at	TOMM20	Homo sapiens	similar to translocase of outer mitochondrial membrane 20 homolog; similar to mitochondrial outer membrane protein 19; translocase of outer mitochondrial membrane 20 homolog (yeast)
212773_s_at	LOC100129272	Homo sapiens	similar to translocase of outer mitochondrial membrane 20 homolog; similar to mitochondrial outer membrane protein 19; translocase of outer mitochondrial membrane 20 homolog (yeast)
212773_s_at	LOC100131463	Homo sapiens	similar to translocase of outer mitochondrial membrane 20 homolog; similar to mitochondrial outer membrane protein 19; translocase of outer mitochondrial membrane 20 homolog (yeast)
219686_at	STK32B	Homo sapiens	serine/threonine kinase 32B
208429_x_at	Hnf4a	Homo sapiens	hepatocyte nuclear factor 4, alpha
206188_at	ZNF623	Homo sapiens	zinc finger protein 623
208907_s_at	mRpS18B	Homo sapiens	mitochondrial ribosomal protein S18B
200693_at	ywhaq	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
202375_at	SEC24D	Homo sapiens	SEC24 family, member D (S. cerevisiae)
221661_at	SLC22A7	Homo sapiens	solute carrier family 22 (organic anion transporter), member 7
204814_at	CADPS	Homo sapiens	Ca++-dependent secretion activator
208723_at	USP11	Homo sapiens	ubiquitin specific peptidase 11
205735_s_at	AFF3	Homo sapiens	AF4/FMR2 family, member 3
208456_s_at	RRAS2	Homo sapiens	related RAS viral (r-ras) oncogene homolog 2; similar to related RAS viral (r-ras) oncogene homolog 2
208456_s_at	LOC100133211	Homo sapiens	related RAS viral (r-ras) oncogene homolog 2; similar to related RAS viral (r-ras) oncogene homolog 2
217598_at	CINP	Homo sapiens	cyclin-dependent kinase 2-interacting protein
215263_at	ZXDB	Homo sapiens	zinc finger, X-linked, duplicated B
216926_s_at	KIAA0892	Homo sapiens	KIAA0892
209154_at	TAX1BP3	Homo sapiens	Tax1 (human T-cell leukemia virus type I) binding protein 3
218326_s_at	LGR4	Homo sapiens	leucine-rich repeat-containing G protein-coupled receptor 4
213842_x_at	NSUN5P2	Homo sapiens	NOL1/NOP2/Sun domain family, member 5C
222103_at	ATF1	Homo sapiens	activating transcription factor 1
214901_at	ZNF8	Homo sapiens	zinc finger protein 8
216738_at	HRH1	Homo sapiens	histamine receptor H1
202532_s_at	Dhfr	Homo sapiens	dihydrofolate reductase
204787_at	VSIG4	Homo sapiens	V-set and immunoglobulin domain containing 4
201665_x_at	rps17	Homo sapiens	ribosomal protein S17
201018_at	EIF1AX	Homo sapiens	eukaryotic translation initiation factor 1A, X-linked
219737_s_at	PCDH9	Homo sapiens	protocadherin 9
209202_s_at	extl3	Homo sapiens	exostoses (multiple)-like 3
202119_s_at	CPNE3	Homo sapiens	copine III
208181_at	Hist1h4c	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	Hist1h4d	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	Hist1h4f	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	Hist1h4h	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	Hist1h4i	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	Hist1h4j	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	HIST2H4A	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	Hist1h4a	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	HIST2H4B	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	Hist1h4b	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
208181_at	HIST1H4E	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
