From	To	Species	Gene Name
A_23_P214487	Hist1h4f	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	Hist1h4h	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	Hist1h4i	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	Hist1h4j	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	HIST2H4A	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	Hist1h4a	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	HIST2H4B	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	Hist1h4b	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	HIST1H4E	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	Hist1h4k	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	hist1h4l	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_23_P214487	Hist4h4	Homo sapiens	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b
A_24_P929322	FLJ42393	Homo sapiens	hypothetical LOC401105
A_23_P55256	ZNF652	Homo sapiens	zinc finger protein 652
A_23_P132526	PIK3R4	Homo sapiens	phosphoinositide-3-kinase, regulatory subunit 4
A_24_P917819	C21orf99	Homo sapiens	chromosome 21 open reading frame 99
A_32_P227317	DDX11L2	Homo sapiens	hypothetical LOC84771
A_23_P215931	LEPROTL1	Homo sapiens	leptin receptor overlapping transcript-like 1
A_23_P304171	KIAA0226	Homo sapiens	KIAA0226
A_24_P6083	chchd10	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 10
A_23_P109286	GRIK1	Homo sapiens	glutamate receptor, ionotropic, kainate 1
A_24_P374461	ZNF804B	Homo sapiens	zinc finger protein 804B
A_23_P205046	ANKRD10	Homo sapiens	ankyrin repeat domain 10
A_23_P125680	fam70a	Homo sapiens	family with sequence similarity 70, member A
A_24_P307580	htatip2	Homo sapiens	HIV-1 Tat interactive protein 2, 30kDa
A_23_P376060	IKZF3	Homo sapiens	IKAROS family zinc finger 3 (Aiolos)
A_24_P304311	SLC22A8	Homo sapiens	solute carrier family 22 (organic anion transporter), member 8
A_23_P45811	DIO1	Homo sapiens	deiodinase, iodothyronine, type I
A_24_P335358	PUS1	Homo sapiens	pseudouridylate synthase 1
A_23_P55251	ITGA3	Homo sapiens	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)
A_23_P305198	STAT4	Homo sapiens	signal transducer and activator of transcription 4
A_23_P76557	NDUFA12	Homo sapiens	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12
A_23_P408239	PASK	Homo sapiens	PAS domain containing serine/threonine kinase
A_23_P117424	dcaf11	Homo sapiens	WD repeat domain 23
A_23_P145930	Ppp1r3a	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 3A
A_23_P132515	SIDT1	Homo sapiens	SID1 transmembrane family, member 1
A_23_P202004	PRTFDC1	Homo sapiens	phosphoribosyl transferase domain containing 1
A_23_P158533	DEAF1	Homo sapiens	deformed epidermal autoregulatory factor 1 (Drosophila)
A_23_P205031	col4a2	Homo sapiens	collagen, type IV, alpha 2
A_23_P408232	MGC23270	Homo sapiens	hypothetical LOC196872
A_24_P284324	TMEM104	Homo sapiens	transmembrane protein 104
A_24_P195081	C9orf93	Homo sapiens	chromosome 9 open reading frame 93
A_23_P145935	EPHB6	Homo sapiens	EPH receptor B6
A_24_P369232	CCDC3	Homo sapiens	coiled-coil domain containing 3
A_32_P34920	foxd1	Homo sapiens	forkhead box D1
A_23_P75380	aip	Homo sapiens	aryl hydrocarbon receptor interacting protein
A_24_P307572	ANKRD13A	Homo sapiens	ankyrin repeat domain 13A
A_23_P55281	HOXB7	Homo sapiens	homeobox B7
A_23_P60537	PRPF4	Homo sapiens	PRP4 pre-mRNA processing factor 4 homolog (yeast)
A_23_P60534	tor2a	Homo sapiens	torsin family 2, member A
A_23_P82296	gnb2	Homo sapiens	guanine nucleotide binding protein (G protein), beta polypeptide 2
A_23_P408206	TBC1D21	Homo sapiens	TBC1 domain family, member 21
A_23_P215913	clu	Homo sapiens	clusterin
A_23_P376036	EXD1	Homo sapiens	exonuclease 3'-5' domain containing 1
A_23_P53015	tut1	Homo sapiens	terminal uridylyl transferase 1, U6 snRNA-specific
A_23_P53018	HRASLS5	Homo sapiens	HRAS-like suppressor family, member 5
A_23_P431430	C20orf187	Homo sapiens	chromosome 20 open reading frame 187
A_23_P82299	C7orf47	Homo sapiens	chromosome 7 open reading frame 47
A_23_P300484	Obsl1	Homo sapiens	obscurin-like 1
A_24_P416411	PEX12	Homo sapiens	peroxisomal biogenesis factor 12
A_32_P60065	f2rl2	Homo sapiens	coagulation factor II (thrombin) receptor-like 2
A_23_P214474	PRICKLE4	Homo sapiens	prickle homolog 4 (Drosophila)
A_23_P349928	Sp100	Homo sapiens	SP100 nuclear antigen
A_23_P45831	Chd1l	Homo sapiens	chromodomain helicase DNA binding protein 1-like
A_23_P7172	pgm2	Homo sapiens	phosphoglucomutase 2
A_23_P55270	CCL18	Homo sapiens	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)
A_23_P381261	ADCY4	Homo sapiens	adenylate cyclase 4
A_23_P303072	GRIA1	Homo sapiens	glutamate receptor, ionotropic, AMPA 1
A_23_P76538	TESC	Homo sapiens	tescalcin
A_32_P46594	LOC145837	Homo sapiens	hypothetical LOC145837
A_23_P78795	Meis3	Homo sapiens	Meis homeobox 3; Meis homeobox 3 pseudogene 2
A_23_P78795	MEIS3P2	Homo sapiens	Meis homeobox 3; Meis homeobox 3 pseudogene 2
A_23_P145957	TPK1	Homo sapiens	thiamin pyrophosphokinase 1
A_23_P165247	DAZAP1	Homo sapiens	DAZ associated protein 1
A_23_P141505	CLEC10A	Homo sapiens	C-type lectin domain family 10, member A
A_32_P47643	Fam110c	Homo sapiens	family with sequence similarity 110, member C
A_23_P376096	TICAM1	Homo sapiens	toll-like receptor adaptor molecule 1
A_24_P79403	PF4	Homo sapiens	platelet factor 4
A_23_P202053	ITIH2	Homo sapiens	inter-alpha (globulin) inhibitor H2
A_23_P205007	IPO5	Homo sapiens	importin 5
A_23_P380526	DPPA4	Homo sapiens	developmental pluripotency associated 4
A_23_P379200	FMNL3	Homo sapiens	formin-like 3
A_24_P97405	CCRL2	Homo sapiens	chemokine (C-C motif) receptor-like 2
A_24_P408457	nagA	Homo sapiens	N-acetylgalactosaminidase, alpha-
A_24_P45379	CACYBP	Homo sapiens	similar to calcyclin binding protein; calcyclin binding protein
A_24_P45379	LOC644877	Homo sapiens	similar to calcyclin binding protein; calcyclin binding protein
A_23_P305140	C10orf32	Homo sapiens	chromosome 10 open reading frame 32
A_24_P374427	ZDHHC21	Homo sapiens	zinc finger, DHHC-type containing 21
A_23_P64019	mtmr2	Homo sapiens	myotubularin related protein 2
A_23_P124190	TRIM34	Homo sapiens	TRIM6-TRIM34 readthrough transcript; tripartite motif-containing 6; tripartite motif-containing 34
A_23_P124190	TRIM6	Homo sapiens	TRIM6-TRIM34 readthrough transcript; tripartite motif-containing 6; tripartite motif-containing 34
A_23_P124190	TRIM6-TRIM34	Homo sapiens	TRIM6-TRIM34 readthrough transcript; tripartite motif-containing 6; tripartite motif-containing 34
A_23_P258748	C2orf83	Homo sapiens	chromosome 2 open reading frame 83
A_24_P15062	ZNF490	Homo sapiens	zinc finger protein 490
A_23_P91814	slc25a38	Homo sapiens	solute carrier family 25, member 38
A_23_P165239	znf208	Homo sapiens	zinc finger protein 208
A_23_P74229	Stk40	Homo sapiens	serine/threonine kinase 40
A_23_P45851	Hiat1	Homo sapiens	hippocampus abundant transcript 1
A_23_P158570	ACADSB	Homo sapiens	acyl-Coenzyme A dehydrogenase, short/branched chain
A_23_P39955	Actg2	Homo sapiens	actin, gamma 2, smooth muscle, enteric
A_23_P408280	CCDC79	Homo sapiens	coiled-coil domain containing 79
A_23_P382775	BBC3	Homo sapiens	BCL2 binding component 3
A_32_P790284	KATNAL2	Homo sapiens	katanin p60 subunit A-like 2
A_24_P208045	edem3	Homo sapiens	ER degradation enhancer, mannosidase alpha-like 3
A_23_P209394	CFLAR	Homo sapiens	CASP8 and FADD-like apoptosis regulator
A_23_P76598	Efha1	Homo sapiens	EF-hand domain family, member A1
A_23_P314222	LEO1	Homo sapiens	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
A_23_P408271	HSD17B11	Homo sapiens	hydroxysteroid (17-beta) dehydrogenase 11
A_23_P60565	ZNF354A	Homo sapiens	zinc finger protein 354A
A_24_P209171	sh3bgrl2	Homo sapiens	SH3 domain binding glutamic acid-rich protein like 2
A_23_P215900	SCARA3	Homo sapiens	scavenger receptor class A, member 3
A_23_P109254	Rbm39	Homo sapiens	similar to RNA binding motif protein 39; RNA binding motif protein 39
A_23_P109254	LOC643167	Homo sapiens	similar to RNA binding motif protein 39; RNA binding motif protein 39
A_32_P210202	E2F7	Homo sapiens	E2F transcription factor 7
A_23_P117464	TPPP2	Homo sapiens	tubulin polymerization-promoting protein family member 2
A_23_P82286	zan	Homo sapiens	zonadhesin
A_23_P45864	TNR	Homo sapiens	tenascin R (restrictin, janusin)
A_24_P252846	c11orf74	Homo sapiens	chromosome 11 open reading frame 74
A_24_P38290	TAC1	Homo sapiens	tachykinin, precursor 1
A_23_P251377	C3orf37	Homo sapiens	chromosome 3 open reading frame 37
A_23_P66260	ZNF267	Homo sapiens	zinc finger protein 267
A_23_P202071	CELF2	Homo sapiens	CUG triplet repeat, RNA binding protein 2
A_24_P374445	C17orf57	Homo sapiens	chromosome 17 open reading frame 57
A_32_P134290	ZCCHC2	Homo sapiens	zinc finger, CCHC domain containing 2
A_23_P364324	ABCA13	Homo sapiens	ATP-binding cassette, sub-family A (ABC1), member 13
A_23_P145904	H2AFV	Homo sapiens	H2A histone family, member V
A_32_P449380	WDR38	Homo sapiens	WD repeat domain 38
A_23_P75330	HNRNPF	Homo sapiens	heterogeneous nuclear ribonucleoprotein F
A_23_P109269	LAMA5	Homo sapiens	laminin, alpha 5
A_24_P284353	tmem107	Homo sapiens	transmembrane protein 107
A_23_P306215	LOC653602	Homo sapiens	hypothetical LOC653602; family with sequence similarity 84, member A
A_23_P306215	FAM84A	Homo sapiens	hypothetical LOC653602; family with sequence similarity 84, member A
A_23_P408249	PCK1	Homo sapiens	phosphoenolpyruvate carboxykinase 1 (soluble)
A_23_P117494	mthfd1	Homo sapiens	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase
A_23_P60579	MPI	Homo sapiens	mannose phosphate isomerase
A_23_P258769	HLA-DPB1	Homo sapiens	major histocompatibility complex, class II, DP beta 1
A_23_P376088	LIME1	Homo sapiens	Lck interacting transmembrane adaptor 1
A_23_P349966	TMEM130	Homo sapiens	transmembrane protein 130
A_23_P45871	IFI44L	Homo sapiens	interferon-induced protein 44-like
A_24_P104091	ORAOV1	Homo sapiens	oral cancer overexpressed 1
A_24_P305467	GATAD2A	Homo sapiens	GATA zinc finger domain containing 2A
A_24_P261259	pfkfb3	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
A_23_P39931	DYSF	Homo sapiens	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)
A_23_P165201	PRODH2	Homo sapiens	proline dehydrogenase (oxidase) 2
A_23_P9319	spin1	Homo sapiens	spindlin 1
A_23_P415652	GALNT12	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)
A_23_P158555	Scn10a	Homo sapiens	sodium channel, voltage-gated, type X, alpha subunit
A_24_P150580	RASL12	Homo sapiens	RAS-like, family 12
A_23_P306223	ARX	Homo sapiens	aristaless related homeobox
A_23_P91829	dcbld2	Homo sapiens	discoidin, CUB and LCCL domain containing 2
A_32_P133670	LOC723972	Homo sapiens	hepatopoietin PCn127; acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
A_32_P133670	ANP32A	Homo sapiens	hepatopoietin PCn127; acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
A_23_P74269	SRM	Homo sapiens	spermidine synthase
A_24_P380330	PANK3	Homo sapiens	pantothenate kinase 3
A_23_P214408	UNC93A	Homo sapiens	unc-93 homolog A (C. elegans)
A_23_P56787	CNTNAP5	Homo sapiens	contactin associated protein-like 5
A_23_P159676	TBX22	Homo sapiens	T-box 22
A_23_P416774	Clic5	Homo sapiens	chloride intracellular channel 5
A_23_P254181	MGC5566	Homo sapiens	hypothetical protein MGC5566
A_24_P83738	Astn2	Homo sapiens	astrotactin 2
A_24_P373333	fam192a	Homo sapiens	NEFA-interacting nuclear protein NIP30
A_23_P75310	ARHGAP22	Homo sapiens	Rho GTPase activating protein 22
A_23_P253451	SLC7A14	Homo sapiens	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14
A_23_P432947	GREM1	Homo sapiens	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)
A_24_P213548	MAN1A2	Homo sapiens	mannosidase, alpha, class 1A, member 2
A_23_P159671	PHKA2	Homo sapiens	phosphorylase kinase, alpha 2 (liver)
A_23_P121011	CSRNP1	Homo sapiens	cysteine-serine-rich nuclear protein 1
A_24_P208081	PLA2G2F	Homo sapiens	phospholipase A2, group IIF
A_23_P337550	OTUD5	Homo sapiens	OTU domain containing 5
A_23_P331813	znf687	Homo sapiens	zinc finger protein 687
A_23_P144807	SEPT8	Homo sapiens	septin 8
A_23_P74252	HSPC157	Homo sapiens	hypothetical LOC29092
A_24_P380349	HTR1E	Homo sapiens	5-hydroxytryptamine (serotonin) receptor 1E
A_24_P380348	SMAP1	Homo sapiens	small ArfGAP 1
A_23_P124164	ISY1	Homo sapiens	ISY1 splicing factor homolog (S. cerevisiae)
A_23_P17914	pnpla3	Homo sapiens	patatin-like phospholipase domain containing 3
A_23_P54517	tyro3	Homo sapiens	TYRO3 protein tyrosine kinase
A_23_P381203	kiaa0556	Homo sapiens	KIAA0556
A_24_P287075	MAP4K2	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 2
A_23_P39910	c2orf64	Homo sapiens	chromosome 2 open reading frame 64
A_32_P711043	LOC100129946	Homo sapiens	hypothetical LOC100129946
A_23_P253464	fam175a	Homo sapiens	family with sequence similarity 175, member A
A_24_P344961	amot	Homo sapiens	angiomotin
A_24_P262321	CDRT4	Homo sapiens	CMT1A duplicated region transcript 4
A_23_P159663	UXT	Homo sapiens	ubiquitously-expressed transcript
A_32_P216734	LOC100132581	Homo sapiens	hypothetical LOC100132581; similar to speedy homolog A; WBSCR19-like protein 5-like; speedy homolog E8 (Xenopus laevis), pseudogene
A_32_P216734	LOC729545	Homo sapiens	hypothetical LOC100132581; similar to speedy homolog A; WBSCR19-like protein 5-like; speedy homolog E8 (Xenopus laevis), pseudogene
A_32_P216734	LOC100132585	Homo sapiens	hypothetical LOC100132581; similar to speedy homolog A; WBSCR19-like protein 5-like; speedy homolog E8 (Xenopus laevis), pseudogene
A_32_P216734	SPDYE8P	Homo sapiens	hypothetical LOC100132581; similar to speedy homolog A; WBSCR19-like protein 5-like; speedy homolog E8 (Xenopus laevis), pseudogene
A_23_P214411	GLO1	Homo sapiens	glyoxalase I
A_24_P128563	KPNA6	Homo sapiens	karyopherin alpha 6 (importin alpha 7)
A_23_P344408	CSHL1	Homo sapiens	chorionic somatomammotropin hormone-like 1
A_23_P350396	CDSN	Homo sapiens	corneodesmosin
A_23_P54540	EIF2AK4	Homo sapiens	eukaryotic translation initiation factor 2 alpha kinase 4
A_23_P365418	ZNF783	Homo sapiens	zinc finger family member 783
A_32_P32856	PCDHGA12	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
A_32_P32856	PCDHGC5	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
A_32_P32856	PCDHGC4	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
A_32_P32856	PCDHGC3	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
